fill_blank_input,masked_word,options
"Some of the instances are of a very trifling nature, but they are as good for our purpose as more important habits. It is known to everyone how difficult, or even impossible it is, without repeated trials, to move the limbs in certain opposed directions which have never been practiced. Analogous cases occur with sensations, as in the common experiment of rolling a marble beneath the tips of two crossed fingers, when it feels exactly like two marbles. -> It is known to everyone how [MASK], or even impossible it is, without repeated trials, to move the limbs in certain opposed directions which have never been practiced.",difficult,"['just', 'hollow', 'doubled', 'difficult']"
"It was a sweet summer evening, and my father asked me, as he sometimes did, to take a little ramble with him along that beautiful forest vista which I have mentioned as lying in front of the schloss.
 ""General Spielsdorf cannot come to us so soon as I had hoped,"" said my father, as we pursued our walk.
 -> It was a sweet summer evening, and my father asked me, as he sometimes did, to take a little ramble with him along that beautiful [MASK] vista which I have mentioned as lying in front of the schloss.
",forest,"['leading', 'assistance', 'forest', 'flight']"
"Passepartout was by no means one of those pert dunces depicted by Moliere with a bold gaze and a nose held high in the air; he was an honest fellow, with a pleasant face, lips a trifle protruding, soft-mannered and serviceable, with a good round head, such as one likes to see on the shoulders of a friend. His eyes were blue, his complexion rubicund, his figure almost portly and well-built, his body muscular, and his physical powers fully developed by the exercises of his younger days. His brown hair was somewhat tumbled; for, while the ancient sculptors are said to have known eighteen methods of arranging Minerva's tresses, Passepartout was familiar with but one of dressing his own: three strokes of a large-tooth comb completed his toilet. -> His eyes were blue, his complexion rubicund, his figure almost portly and well-built, his [MASK] muscular, and his physical powers fully developed by the exercises of his younger days.",body,"['saddle', 'same', 'body', 'poor']"
"""
His wife replied: ""I do not know what I am afraid of; all I know is that I had a bad dream. I dreamt you returned from the town, and when you took off your cap I saw that your hair was quite grey. ""
Aksionov laughed. -> I dreamt you [MASK] from the town, and when you took off your cap I saw that your hair was quite grey.",returned,"['cause', 'broadcast', 'smart', 'returned']"
"The kitchen fire was at its last glimmer; but it showed a better supper than even last night, for the Cook had had friends with her—a brother and two cousins—and they had been exceedingly merry. The food they had left behind was enough for three Brownies at least, but this one managed to eat it all up. Only once, in trying to cut a great slice of beef, he let the carving-knife and fork fall with such a clatter that Tiny, the terrier, who was tied up at the foot of the stairs, began to bark furiously. -> The food they had left behind was [MASK] for three Brownies at least, but this one managed to eat it all up.",enough,"['subtle', 'enough', 'piano', 'nominal']"
"Lettuce is like conversation: it must be fresh and crisp, so sparkling that you scarcely notice the bitter in it. Lettuce, like most talkers, is, however, apt to run rapidly to seed. Blessed is that sort which comes to a head, and so remains, like a few people I know; growing more solid and satisfactory and tender at the same time, and whiter at the center, and crisp in their maturity. -> Lettuce, like most talkers, is, however, [MASK] to run rapidly to seed.",apt,"['contrary', 'apt', 'intelligent', 'dynamic']"
"What if I were myself a witness of it? What if Stepan Trofimovitch himself has, on more than one occasion, sobbed on my shoulder while he described to me in lurid colours all his most secret feelings. (And what was there he did not say at such times!) -> What if Stepan Trofimovitch himself has, on more than one occasion, sobbed on my shoulder while he described to me in lurid [MASK] all his most secret feelings.",colours,"['bloom', 'colours', 'hire', 'dish']"
"She was opening some ring-boxes, which disclosed a fine emerald with diamonds, and just then the sun passing beyond a cloud sent a bright gleam over the table.
 ""How very beautiful these gems are!"" said Dorothea, under a new current of feeling, as sudden as the gleam. -> ""How very [MASK] these gems are!""",beautiful,"['beautiful', 'zero', 'textile', 'dead']"
"The robins are not good solo singers, but their chorus, as, like primitive fire-worshippers, they hail the return of light and warmth to the world, is unrivalled. There are a hundred singing like one. -> The robins are not good solo singers, but their chorus, as, like primitive fire-worshippers, they hail the return of light and [MASK] to the world, is unrivalled.",warmth,"['religious', 'warmth', 'heap', 'leaving']"
"I have not been able to have any conversation with my niece; she is shy, and I think I can see that some pains are taken to prevent her being much with me. Nothing satisfactory transpires as to her reason for running away. Her kind-hearted uncle, you may be sure, was too fearful of distressing her to ask many questions as they travelled. -> Nothing satisfactory [MASK] as to her reason for running away.",transpires,"['transpires', 'constant', 'luxury', 'fallout']"
The hardest captain that Jonathan Tinker ever sailed with was Captain Gooding of the Cape. It had got to be so that no man could ship second mate under Captain Gooding; and Jonathan Tinker was with him only one voyage. -> It had got to be so that no [MASK] could ship second mate under Captain Gooding; and Jonathan Tinker was with him only one voyage.,man,"['sensitivity', 'lemon', 'man', 'gyro']"
"I believe very thoroughly in courses of reading, because I believe in having one book lead to another. But, after the beginning, these courses for different persons will vary very much from each other. -> I believe very thoroughly in [MASK] of reading, because I believe in having one book lead to another.",courses,"['provisions', 'dish', 'lack', 'courses']"
"Seventeen months after our marriage, our oldest child, Henry, was born. Meanwhile we had gone to Sidney, Delaware County, where my father opened a shop. I still continued in business with him, and during our stay at Sidney, my daughter, Elizabeth, was born. -> Meanwhile we had gone to Sidney, Delaware County, where my [MASK] opened a shop.",father,"['servant', 'photograph', 'father', 'treatment']"
"It is important to remember that, in strictness, there is no such thing as an uneducated man. Take an extreme case. -> It is important to remember that, in strictness, there is no [MASK] thing as an uneducated man.",such,"['preceding', 'such', 'energetic', 'null']"
"Our ignorance of it certainly never gave us any social inconvenience, for at Sandy Bar in 1854 most men were christened anew. Sometimes these appellatives were derived from some distinctiveness of dress, as in the case of ""Dungaree Jack""; or from some peculiarity of habit, as shown in ""Saleratus Bill,"" so called from an undue proportion of that chemical in his daily bread; or from some unlucky slip, as exhibited in ""The Iron Pirate,"" a mild, inoffensive man, who earned that baleful title by his unfortunate mispronunciation of the term ""iron pyrites."" Perhaps this may have been the beginning of a rude heraldry; but I am constrained to think that it was because a man's real name in that day rested solely upon his own unsupported statement. -> Sometimes these [MASK] were derived from some distinctiveness of dress, as in the case of ""Dungaree Jack""; or from some peculiarity of habit, as shown in ""Saleratus Bill,"" so called from an undue proportion of that chemical in his daily bread; or from some unlucky slip, as exhibited in ""The Iron Pirate,"" a mild, inoffensive man, who earned that baleful title by his unfortunate mispronunciation of the term ""iron pyrites.""",appellatives,"['assessment', 'appellatives', 'shake', 'missile']"
"When day dawned, two passengers in one of the third-class carriages found themselves opposite each other. Both were young fellows, both were rather poorly dressed, both had remarkable faces, and both were evidently anxious to start a conversation. -> Both were young fellows, both were rather poorly dressed, both had remarkable [MASK], and both were evidently anxious to start a conversation.",faces,"['anger', 'roads', 'faces', 'thus']"
"It formed trousers and waistcoat; the trousers were finished off with thick boots, weighted with heavy leaden soles. The texture of the waistcoat was held together by bands of copper, which crossed the chest, protecting it from the great pressure of the water and leaving the lungs free to act. The sleeves ended in gloves, which in no way restrained the movement of the hands. -> The texture of the waistcoat was held together by bands of copper, which crossed the chest, protecting it from the great [MASK] of the water and leaving the lungs free to act.",pressure,"['proclamation', 'exchange', 'stature', 'pressure']"
"You, on the other hand, have labored in a private way. I have wrought in the day – you in the night. -> You, on the other hand, have labored in a private [MASK].",way,"['safety', 'way', 'pupil', 'exhibit']"
"I can turn my head easily enough, to see where we are going."" So off he went, and the little boys said he looked like a circus-rider, and they were much pleased.
 He rode along out of the village, under the elms, very quietly. -> So off he went, and the little boys said he looked like a circus-[MASK], and they were much pleased.
",rider,"['optimism', 'endurance', 'rider', 'mileage']"
"One day, having to go a long way from home, he mounted his horse, taking with him a small wallet in which he had put a few biscuits and dates, because he had to pass through the desert where no food was to be got. He arrived without any mishap, and, having finished his business, set out on his return. On the fourth day of his journey, the heat of the sun being very great, he turned out of his road to rest under some trees. -> He arrived without any mishap, and, having [MASK] his business, set out on his return.",finished,"['shift', 'fault', 'trick', 'finished']"
"Then we bought the merchandise of the country, and were just going to sail once more, when I was stopped on the shore by a beautiful though poorly dressed woman. She came up to me, kissed my hand, and implored me to marry her, and take her on board. At first I refused, but she begged so hard and promised to be such a good wife to me, that at last I consented. -> She [MASK] up to me, kissed my hand, and implored me to marry her, and take her on board.",came,"['came', 'fringe', 'shelter', 'sculpture']"
"He set it in front of him, and whilst he was looking at it attentively, such a thick smoke came out that he had to step back a pace or two. This smoke rose up to the clouds, and stretching over the sea and the shore, formed a thick mist, which caused the fisherman much astonishment. When all the smoke was out of the jar it gathered itself together, and became a thick mass in which appeared a genius, twice as large as the largest giant. -> This smoke rose up to the clouds, and [MASK] over the sea and the shore, formed a thick mist, which caused the fisherman much astonishment.",stretching,"['fate', 'stretching', 'plain', 'pride']"
"In those terms I was informed of what my personal concern was with the matter of the Diamond. If you are curious to know what course I took under the circumstances, I beg to inform you that I did what you would probably have done in my place. -> In those terms I was informed of what my personal [MASK] was with the matter of the Diamond.",concern,"['war', 'concern', 'category', 'phase']"
"Anna Pávlovna had had a cough for some days. She was, as she said, suffering from la grippe; grippe being then a new word in St. Petersburg, used only by the elite.
 All her invitations without exception, written in French, and delivered by a scarlet-liveried footman that morning, ran as follows:
""If you have nothing better to do, Count (or Prince), and if the prospect of spending an evening with a poor invalid is not too terrible, I shall be very charmed to see you tonight between 7 and 10 — Annette Schérer. -> She was, as she said, suffering from la [MASK]; [MASK] being then a new word in St. Petersburg, used only by the elite.
",grippe,"['grippe', 'distress', 'plus', 'happiness']"
"At last said the Large Doll, ""Wake up the Lamb and tell him!"" Which they did, and he came and butted, till he butted the Large Doll out. ""It is no use,"" said the Large Doll, ""we must try something else,"" and the rest all came out of the pen. -> Which they did, and he came and [MASK], till he [MASK] the Large Doll out.",butted,"['repair', 'deny', 'vote', 'butted']"
"Worse prandial fortunes may befall one, but it is hard to conceive of the continuance of so great unhappiness elsewhere; while the restaurant life is an established and permanent thing in Italy, for every bachelor and for many forlorn families. It is not because the restaurants are very dirty--if you wipe your plate and glass carefully before using them, they need not stomach you; it is not because the rooms are cold--if you sit near the great vase of smoldering embers in the centre of each room you may suffocate in comparative comfort; it is not because the prices are great--they are really very reasonable; it is not for any very tangible fault that I object to life at the restaurants, and yet I cannot think of its hopeless homelessness without rebellion against the whole system it implies, as something unnatural and insufferable. -> It is not because the restaurants are very dirty--if you wipe your plate and glass carefully before using them, they need not stomach you; it is not because the rooms are cold--if you sit near the great vase of smoldering embers in the centre of each room you may [MASK] in comparative comfort; it is not because the prices are great--they are really very reasonable; it is not for any very tangible fault that I object to life at the restaurants, and yet I cannot think of its hopeless homelessness without rebellion against the whole system it implies, as something unnatural and insufferable.",suffocate,"['suffocate', 'shallow', 'determine', 'plate']"
"These lessons, to be profitable, require certain conditions. It is necessary that the facts be produced with a rigorous exactness, that the changes political or social be analysed philosophically, that the exciting interest of the details of the lives of public men should not divert attention from the political part they played, or cause us to forget their providential mission.
 Too often the writer represents the different phases of history as spontaneous events, without seeking in preceding facts their true origin and their natural deduction; like the painter who, in re-producing the characteristics of Nature, only seizes their picturesque effect, without being able, in his picture, to give their scientific demonstration. -> It is necessary that the facts be produced with a rigorous exactness, that the changes political or social be analysed philosophically, that the exciting interest of the details of the lives of [MASK] men should not divert attention from the political part they played, or cause us to forget their providential mission.
",public,"['balanced', 'public', 'eighteen', 'surviving']"
"By this success Q. Fabius gained the surname of Allobrogicus. The Arverni pretended to be descendants of the Trojans, and boasted a common origin with the Romans; they remained independent, but their dominion, which extended from the banks of the Rhine to the neighbourhood of Narbonne and Marseilles, was limited to their ancient territory. The Ruteni, who had been their allies against Fabius, obtained similarly the condition of not being subjected to the Roman power, and were exempted from all tribute. -> The Arverni pretended to be descendants of the Trojans, and boasted a common origin with the Romans; they remained independent, but their dominion, which extended from the banks of the Rhine to the neighbourhood of Narbonne and Marseilles, was limited to their [MASK] territory.",ancient,"['older', 'partial', 'landed', 'ancient']"
"Raskolnikov was not used to crowds, and, as we said before, he avoided society of every sort, more especially of late. But now all at once he felt a desire to be with other people. -> Raskolnikov was not used to [MASK], and, as we said before, he avoided society of every sort, more especially of late.",crowds,"['drift', 'thunder', 'crowds', 'advertising']"
"In 1803, Mr. Jefferson, being then President of the United States, proposed to Congress to send an exploring party to trace the Missouri to its source; to cross the highlands, and follow the best water communication which might offer itself, to the Pacific Ocean. Congress approved the proposal, and voted a sum of money to carry it into execution. Capt. Lewis, who had then been two years with Mr. Jefferson as his private secretary, immediately renewed his solicitations to have the direction of the expedition. -> Congress approved the [MASK], and voted a sum of money to carry it into execution.",proposal,"['capital', 'proposal', 'inevitable', 'hand']"
"The figures in this boat were those of a strong man with ragged grizzled hair and a sun-browned face, and a dark girl of nineteen or twenty, sufficiently like him to be recognizable as his daughter. The girl rowed, pulling a pair of sculls very easily; the man, with the rudder-lines slack in his hands, and his hands loose in his waistband, kept an eager look out. He had no net, hook, or line, and he could not be a fisherman; his boat had no cushion for a sitter, no paint, no inscription, no appliance beyond a rusty boathook and a coil of rope, and he could not be a waterman; his boat was too crazy and too small to take in cargo for delivery, and he could not be a lighterman or river-carrier; there was no clue to what he looked for, but he looked for something, with a most intent and searching gaze. -> The girl rowed, pulling a pair of sculls very easily; the man, with the rudder-lines [MASK] in his hands, and his hands loose in his waistband, kept an eager look out.",slack,"['vocabulary', 'gymnastics', 'slack', 'marching']"
"In all other paths, by which that happiness is pursued, there is disappointment, or destruction: for ambition and for passion there is no rest—no fruition; the fairest pleasures of youth perish in a darkness greater than their past light; and the loftiest and purest love too often does but inflame the cloud of life with endless fire of pain. But, ascending from lowest to highest, through every scale of human industry, that industry worthily followed, gives peace. Ask the laborer in the field, at the forge, or in the mine; ask the patient, delicate-fingered artisan, or the strong-armed, fiery-hearted worker in bronze, and in marble, and with the colors of light; and none of these, who are true workmen, will ever tell you, that they have found the law of heaven an unkind one—that in the sweat of their face they should eat bread, till they return to the ground; nor that they ever found it an unrewarded obedience, if, indeed, it was rendered faithfully to the command—""Whatsoever thy hand findeth to do—do it with thy might."" -> But, ascending from [MASK] to highest, through every scale of human industry, that industry worthily followed, gives peace.",lowest,"['gross', 'lowest', 'analyzed', 'upward']"
"""You should learn not to make personal remarks,"" Alice said with some severity: ""it's very rude. ""
The Hatter opened his eyes very wide on hearing this; but all he said was: ""Why is a raven like a writing-desk?"" -> ""
The Hatter opened his eyes very wide on hearing this; but all he said was: ""Why is a raven like a [MASK]-desk?""",writing,"['services', 'writing', 'earth', 'limp']"
"Either the well was very deep, or she fell very slowly, for she had plenty of time as she went down to look about her, and to wonder what was going to happen next. First, she tried to look down and make out what she was coming to, but it was too dark to see anything: then she looked at the sides of the well, and noticed that they were filled with cupboards and book-shelves: here and there she saw maps and pictures hung upon pegs. -> Either the well was very deep, or she fell very slowly, for she had plenty of time as she [MASK] down to look about her, and to wonder what was going to happen next.",went,"['buffer', 'hurry', 'went', 'sample']"
"""
 And she went on planning to herself how she would manage it. ""They must go by the carrier,"" she thought; ""and how funny it'll seem, sending presents to one's own feet! -> And she [MASK] on planning to herself how she would manage it.",went,"['landscape', 'dream', 'glance', 'went']"
"They all sat down at once, in a large ring, with the Mouse in the middle. Alice kept her eyes anxiously fixed on it, for she felt sure she would catch a bad cold if she did not get dry very soon. -> Alice kept her eyes anxiously [MASK] on it, for she felt sure she would catch a bad cold if she did not get dry very soon.",fixed,"['afford', 'shallow', 'craft', 'fixed']"
"Alice was not a bit hurt, and she jumped up on to her feet in a moment: she looked up, but it was all dark overhead; before her was another long passage, and the White Rabbit was still in sight, hurrying down it. There was not a moment to be lost: away went Alice like the wind, and was just in time to hear it say, as it turned a corner, ""Oh my ears and whiskers, how late it's getting!"" -> Alice was not a bit hurt, and she jumped up on to her feet in a moment: she looked up, but it was all dark overhead; before her was another long passage, and the White Rabbit was still in sight, [MASK] down it.",hurrying,"['privilege', 'plant', 'out', 'hurrying']"
"In another moment down went Alice after it, never once considering how in the world she was to get out again.
 The rabbit-hole went straight on like a tunnel for some way, and then dipped suddenly down, so suddenly that Alice had not a moment to think about stopping herself before she found herself falling down a very deep well.
 -> In another moment down [MASK] Alice after it, never once considering how in the world she was to get out again.
",went,"['fair', 'went', 'throw', 'flash']"
"Alice looked at the jury-box, and saw that, in her haste, she had put the Lizard in head downwards, and the poor little thing was waving its tail about in a melancholy way, being quite unable to move. She soon got it out again, and put it right; ‘not that it signifies much,' she said to herself; ‘I should think it would be quite as much use in the trial one way up as the other.'
 -> Alice looked at the jury-box, and saw that, in her haste, she had put the Lizard in head [MASK], and the poor little thing was waving its tail about in a melancholy way, being quite unable to move.",downwards,"['chicken', 'tax', 'pity', 'downwards']"
"The thick snow muffled every sound, and she was not aware of his coming until his burly figure loomed before her. Her plaintive voice made him turn with a start.
 ""Poor woman,"" he cried, pausing to look at her very pityingly. -> Her plaintive voice made him [MASK] with a start.
",turn,"['joy', 'stage', 'turn', 'experiment']"
"It is fitting that you should have it, since your need is very great. ""
Now the stranger understood the science of metals, for he was a learned man who had fallen on evil times. As he took the gleaming bar in his hands, while murmuring his astonished thanks, he knew by its weight that it was not gold.
 -> ""
Now the stranger understood the science of metals, for he was a learned man who had [MASK] on evil times.",fallen,"['chamber', 'market', 'copper', 'fallen']"
Where are the racers? All assembled together near the white columns. -> Where are the [MASK]?,racers,"['racers', 'put', 'gallery', 'bet']"
"Neither anticipated that the cause of the conflict might cease with, or even before, the conflict itself should cease. Each looked for an easier triumph, and a result less fundamental and astounding. Both read the same Bible, and pray to the same God; and each invokes His aid against the other.
 -> Each looked for an [MASK] triumph, and a result less fundamental and astounding.",easier,"['practical', 'overseas', 'indifferent', 'easier']"
"He had been told that the queen of the fairies had coveted him from his birth, and would have stolen him away, only that, just as she was about to seize him from the cradle, he had sneezed; and from that instant the fairy-spell was over, and she had no more control of him.
 Yet, in spite of all these stories, the boy was not afraid; and if he had been informed that any of the uncanny people were, even now, haunting his footsteps, he would not have believed it.
 ""I see,"" said Wild Robin, ""the sun is drawing his night-cap over his eyes, and dropping asleep. -> Yet, in spite of all these stories, the boy was not [MASK]; and if he had been informed that any of the uncanny people were, even now, haunting his footsteps, he would not have believed it.
",afraid,"['maintained', 'afraid', 'radical', 'wrinkled']"
"I swear, gentlemen, that to be too conscious is an illness--a real thorough-going illness. For man's everyday needs, it would have been quite enough to have the ordinary human consciousness, that is, half or a quarter of the amount which falls to the lot of a cultivated man of our unhappy nineteenth century, especially one who has the fatal ill-luck to inhabit Petersburg, the most theoretical and intentional town on the whole terrestrial globe. (There are intentional and unintentional towns.) -> For man's everyday needs, it would have been quite enough to have the ordinary human consciousness, that is, half or a [MASK] of the amount which falls to the lot of a cultivated man of our unhappy nineteenth century, especially one who has the fatal ill-luck to inhabit Petersburg, the most theoretical and intentional town on the whole terrestrial globe.",quarter,"['light', 'popularity', 'wear', 'quarter']"
"At length, one day, a venerable man of a noble presence was brought to the tower, with soldiers to guard him and assistants to attend him. The prince was glad of his presence, though at first he seldom opened his lips, and it was manifest that confinement made him miserable. With restless feet he would wander from window to window of the stone tower, and mount from story to story; but mount as high as he would there was still nothing to be seen but the vast, unvarying plain, clothed with scanty grass, and flooded with the glaring sunshine; flocks and herds and shepherds moved across it sometimes, but nothing else, not even a shadow, for there was no cloud in the sky to cast one. -> The prince was glad of his presence, though at first he seldom opened his [MASK], and it was manifest that confinement made him miserable.",lips,"['stare', 'central', 'blame', 'lips']"
"""It's a jolly way to travel, anyhow!"" said Joe, with his usual flow of spirits.
 In fact, the doctor managed his balloon with wondrous dexterity. -> In fact, the doctor managed his [MASK] with wondrous dexterity.",balloon,"['acquisition', 'balloon', 'fixing', 'keep']"
"And by virtue of the power, and for the purpose aforesaid, I do order and declare that all persons held as slaves within said designated States, and parts of States, are, and henceforward shall be free; and that the Executive government of the United States, including the military and naval authorities thereof, will recognize and maintain the freedom of said persons.
 And I hereby enjoin upon the people so declared to be free to abstain from all violence, unless in necessary self­-defence; and I recommend to them that, in all cases when allowed, they labor faithfully for reasonable wages.
 -> And by virtue of the power, and for the [MASK] aforesaid, I do order and declare that all persons held as slaves within said designated States, and parts of States, are, and henceforward shall be free; and that the Executive government of the United States, including the military and naval authorities thereof, will recognize and maintain the freedom of said persons.
",purpose,"['purpose', 'trot', 'colony', 'quote']"
"Orlando's fame excited a noble emulation in Rinaldo. Eager to go in pursuit of glory, he wandered in the country near Paris, and one day saw at the foot of a tree a superb horse, fully equipped and loaded with a complete suit of armor. Rinaldo clothed himself in the armor and mounted the horse, but took not the sword. -> Eager to go in pursuit of glory, he wandered in the country near Paris, and one [MASK] saw at the foot of a tree a superb horse, fully equipped and loaded with a complete suit of armor.",day,"['flowing', 'value', 'map', 'day']"
"See, here is what they have put on my passport: Jean Valjean, a liberated convict; has been nineteen years in the galleys; five years for burglary; fourteen years for having attempted four times to escape. This man is very dangerous. There you have it! -> This man is very [MASK].",dangerous,"['cereal', 'funny', 'dangerous', 'defined']"
"Far from it. As there is always more wretchedness below than there is brotherhood above, all was given away, so to speak, before it was received. It was like water on dry soil; no matter how much money he received, he never had any. -> As there is always more wretchedness below than there is brotherhood above, all was [MASK] away, so to speak, before it was received.",given,"['given', 'finance', 'damn', 'sheet']"
"Joe was a fair man, with curls of flaxen hair on each side of his smooth face, and with eyes of such a very undecided blue that they seemed to have somehow got mixed with their own whites. He was a mild, good-natured, sweet-tempered, easy-going, foolish, dear fellow,—a sort of Hercules in strength, and also in weakness.
 My sister, Mrs. Joe, with black hair and eyes, had such a prevailing redness of skin that I sometimes used to wonder whether it was possible she washed herself with a nutmeg-grater instead of soap. -> He was a mild, good-natured, sweet-[MASK], easy-going, foolish, dear fellow,—a sort of Hercules in strength, and also in weakness.
",tempered,"['pattern', 'tempered', 'blue', 'file']"
"The creed which accepts as the foundation of morals, Utility, or the Greatest Happiness Principle, holds that actions are right in proportion as they tend to promote happiness, wrong as they tend to produce the reverse of happiness. By happiness is intended pleasure, and the absence of pain; by unhappiness, pain, and the privation of pleasure. To give a clear view of the moral standard set up by the theory, much more requires to be said; in particular, what things it includes in the ideas of pain and pleasure; and to what extent this is left an open question. -> By happiness is intended [MASK], and the absence of pain; by unhappiness, pain, and the privation of [MASK].",pleasure,"['outset', 'crazy', 'luxury', 'pleasure']"
"He fallow-deer — This is the domestic or park deer; and no two animals can make a nearer approach to each other than the stag and it, and yet no two animals keep more distinct, or avoid each other with a more inveterate animosity. They never herd or intermix together, and consequently never give rise to an intermediate race; it is even rare, unless they have been transported thither, to find fellow-deer in a country where stags are numerous. He is very easily tamed, and feeds upon many things which the stag refuses: he also browzes closer than the stag, and preserves his venison better. -> They never herd or intermix together, and consequently never give rise to an intermediate [MASK]; it is even rare, unless they have been transported thither, to find fellow-deer in a country where stags are numerous.",race,"['repeat', 'spirit', 'race', 'son']"
"Here, the idlers of the place assemble to lounge and gossip, to look out for any outward-bound ships that are to be seen in the Channel, and to criticise the appearance and glorify the capabilities of the little fleet of Looe fishing-boats, riding snugly at anchor before them at the entrance of the bay.
 The inhabitants number some fourteen hundred; and are as good-humoured and unsophisticated a set of people as you will meet with anywhere. The Fisheries and the Coast Trade form their principal means of subsistence. -> The inhabitants number some fourteen hundred; and are as good-humoured and unsophisticated a [MASK] of people as you will meet with anywhere.",set,"['set', 'superiority', 'gray', 'instructions']"
"Put yourself on the same level as the person to whom you speak, and under penalty of being considered a pedantic idiot, refraining from explaining any expression or word that you may use.
 Never, unless you are requested to do so, speak of your own business or profession in society; to confine your conversation entirely to the subject or pursuit which is your own speciality is low-bred and vulgar.
 -> Put yourself on the same level as the person to whom you speak, and under penalty of being considered a pedantic idiot, refraining from explaining any expression or [MASK] that you may use.
",word,"['cemetery', 'pension', 'word', 'break']"
"Many believe that politeness is but a mask worn in the world to conceal bad passions and impulses, and to make a show of possessing virtues not really existing in the heart; thus, that politeness is merely hypocrisy and dissimulation. Do not believe this; be certain that those who profess such a doctrine are practising themselves the deceit they condemn so much. -> Many believe that [MASK] is but a mask worn in the world to conceal bad passions and impulses, and to make a show of possessing virtues not really existing in the heart; thus, that [MASK] is merely hypocrisy and dissimulation.",politeness,"['politeness', 'intellectual', 'bargaining', 'eating']"
"Maggie answered by seizing her front locks and cutting them straight across the middle of her forehead.
 ""Oh, my buttons, Maggie, you'll catch it!"" exclaimed Tom; ""you'd better not cut any more off. -> ""Oh, my buttons, Maggie, you'll [MASK] it!""",catch,"['lyric', 'catch', 'swing', 'control']"
"They are like a great curtain of sound, shutting one out from the world beyond. And now there is the thunder of the huge covered wagon coming home with sacks of grain. That honest wagoner is thinking of his dinner, getting sadly dry in the oven at this late hour; but he will not touch it till he has fed his horses,—the strong, submissive, meek-eyed beasts, who, I fancy, are looking mild reproach at him from between their blinkers, that he should crack his whip at them in that awful manner as if they needed that hint! -> And now there [MASK] the thunder of the huge covered wagon coming home with sacks of grain.",is,"['bunch', 'power', 'is', 'exchange']"
"And the mill with its booming—the great chestnut-tree under which they played at houses—their own little river, the Ripple, where the banks seemed like home, and Tom was always seeing the water-rats, while Maggie gathered the purple plumy tops of the reeds, which she forgot and dropped afterward—above all, the great Floss, along which they wandered with a sense of travel, to see the rushing spring-tide, the awful Eagre, come up like a hungry monster, or to see the Great Ash which had once wailed and groaned like a man—these things would always be just the same to them. Tom thought people were at a disadvantage who lived on any other spot of the globe; and Maggie, when she read about Christiana passing ""the river over which there is no bridge,"" always saw the Floss between the green pastures by the Great Ash. -> Tom thought people were at a disadvantage who lived on any other spot of the globe; and Maggie, when she read about Christiana passing ""the [MASK] over which there is no bridge,"" always saw the Floss between the green pastures by the Great Ash.",river,"['monument', 'grave', 'south', 'river']"
"With all the hurry of an imagination that could never rest in the present, she sat in the deepening twilight forming plans of self-humiliation and entire devotedness; and, in the ardour of first discovery, renunciation seemed to her the entrance into that satisfaction which she had so long been craving in vain. She had not perceived—how could she until she had lived longer?—the inmost truth of the old monk's outpourings, that renunciation remains sorrow, though a sorrow borne willingly. Maggie was still panting for happiness, and was in ecstasy because she had found the key to it. -> She had not perceived—how could she until she had lived longer?—the inmost truth of the old monk's [MASK], that renunciation remains sorrow, though a sorrow borne willingly.",outpourings,"['appearance', 'sitting', 'outpourings', 'branch']"
"His message perplexed his mind to that degree that he was fain, several times, to take off his hat to scratch his head. Except on the crown, which was raggedly bald, he had stiff, black hair, standing jaggedly all over it, and growing down hill almost to his broad, blunt nose. It was so like Smith's work, so much more like the top of a strongly spiked wall than a head of hair, that the best of players at leap-frog might have declined him, as the most dangerous man in the world to go over.
 -> Except on the crown, which was raggedly bald, he had stiff, black [MASK], standing jaggedly all over it, and growing down hill almost to his broad, blunt nose.",hair,"['have', 'organs', 'hair', 'edition']"
"The dry basin of what has been a fountain, and a few fruit trees ragged and unpruned, indicate that this spot in past days was a pleasant, shady retreat, filled with fruits and flowers and the sweet murmur of waters.
 The house is very spacious. A hall of noble size leads to a large spiral staircase winding through its center, while the various apartments are of imposing dimensions. -> The house is very [MASK].",spacious,"['spacious', 'summary', 'continued', 'forgotten']"
"We are not speaking of children, or of young persons below the age which the law may fix as that of manhood or womanhood. Those who are still in a state to require being taken care of by others, must be protected against their own actions as well as against external injury. For the same reason, we may leave out of consideration those backward states of society in which the race itself may be considered as in its nonage. -> Those who are still in a state to require being [MASK] care of by others, must be protected against their own actions as well as against external injury.",taken,"['last', 'grill', 'burden', 'taken']"
"Leaving our trap at Briancon and making a hasty breakfast at the Hotel de la Paix, we walked up a very lonely valley towards Cervieres. I dare not say how many hours we wended our way up the brawling torrent without meeting a soul or seeing a human habitation; it was fearfully hot too, and we longed for vin ordinaire; Cervieres seemed as though it never would come--still the same rugged precipices, snow-clad heights, brawling torrent, and stony road, butterflies beautiful and innumerable, flowers to match, sky cloudless. -> Leaving our trap at Briancon and making a hasty [MASK] at the Hotel de la Paix, we walked up a very lonely valley towards Cervieres.",breakfast,"['customs', 'outcome', 'using', 'breakfast']"
It is hardly possible to imagine with what eager admiration and delight they were every where received. They possessed in an eminent degree all those qualities which invariably contribute to render any literary work quickly and permanently popular. -> It is hardly possible to imagine with what [MASK] admiration and delight they were every where received.,eager,"['eager', 'thyroid', 'shining', 'animal']"
